"類別","日文","發音","英文翻譯","中文","例句"
"Lesson 34","焼きます","やきます","To Grill, To bake, To roast","烤、燒烤","魚を焼きます。"
"Lesson 34","揚げます","あげます","To Deep fry","油炸","天ぷらを揚げます。"
"Lesson 34","いためます","いためます","To Shallow fry","炒","野菜をいためます。"
"Lesson 34","ゆでます","ゆでます","To Boil","水煮","卵をゆでます。"
"Lesson 34","蒸します","むします","To steam","蒸","野菜を蒸します。"
"Lesson 34","炊きます","たきます","To cook rice","煮飯、蒸飯","ご飯を炊きます。"
"Lesson 34","むきます","むきます","To peal, to pare","剝皮","りんごをむきます。"
"Lesson 34","刻みます","きざみます","To Chop, Mince","切碎、剁碎","野菜を刻みます。"
"Lesson 34","かき混ぜます","かきまぜます","To stir","攪拌","材料をかき混ぜます。"
"Lesson 34","台所用品","だいどころようひん","Cookware & Kitchen Utensils","廚房用品","台所用品を使います。"
"Lesson 34","やかん","やかん","Kettle","水壺","やかんでお湯を沸かします。"
"Lesson 34","ふた","ふた","Lid","蓋子","なべにふたをします。"
"Lesson 34","おたま","おたま","Ladle","湯勺","おたまでスープをすくいます。"
"Lesson 34","まな板","まないた","Cutting board","砧板","まな板の上で野菜を切ります。"
"Lesson 34","包丁","ほうちょう","Kitchen knife","菜刀","包丁で材料を切ります。"
"Lesson 34","ふきん","ふきん","Kitchen towel","擦拭布","ふきんで皿を拭きます。"
"Lesson 34","炊飯器","すいはんき","Rice cooker","電子鍋","炊飯器でご飯を炊きます。"
"Lesson 34","しゃもじ","しゃもじ","Rice paddle","飯匙","しゃもじでご飯をよそいます。"
"Lesson 34","缶切り","かんきり","Can opener","開罐器","缶切りで缶を開けます。"
"Lesson 34","ざる","ざる","Colander","濾水籃","ざるで水を切ります。"
"Lesson 34","ガス台","ガスだい","Gas Stove","瓦斯爐","ガス台で料理をします。"
"Lesson 34","流し「台」","ながし「だい」","Sink","洗碗槽","流し台で野菜を洗います。"
"Lesson 34","換気扇","かんきせん","Ventilation fan","排風扇","換気扇をつけます。"
"Lesson 35","咲きます","さきます","Bloom (flowers)","（花）開","春に桜が咲きます。"
"Lesson 35","変わります","かわります","Change (color)","改變（顏色）","秋に葉の色が変わります。"
"Lesson 35","困ります","こまります","Be in trouble, have a problem","感到困擾","お金がなくて困ります。"
"Lesson 35","付けます","つけます","Draw, mark","標記、畫上","答えに丸を付けます。"
"Lesson 35","拾います","ひろいます","Pick up","撿起","財布を拾いました。"
"Lesson 35","かかります","かかります","Get through","接通（電話）","電話がかかってきます。"
"Lesson 35","楽「な」","らく「な」","Comfortable, Easy","輕鬆的、舒適的","この仕事は楽です。"
"Lesson 35","正しい","ただしい","Correct, right","正確的","この答えは正しいです。"
"Lesson 35","珍しい","めずらしい","Rare, uncommon","稀奇的、罕見的","珍しい鳥を見ました。"
"Lesson 35","方","かた","Person (respectful equivalent of ひと)","那位（ひと的敬語說法）","あの方はだれですか。"
"Lesson 35","向こう","むこう","Over there, the other side","對面、那邊","向こうに山が見えます。"
"Lesson 35","島","しま","Island","島嶼","島に行きたいです。"
"Lesson 35","村","むら","Village","村子","小さい村に住んでいます。"
"Lesson 35","港","みなと","Harbor, port","港口","港に船が止まっています。"
"Lesson 35","近所","きんじょ","Neighborhood, Vicinity","附近、鄰近","近所に公園があります。"
"Lesson 35","屋上","おくじょう","Rooftop","屋頂","屋上から景色を見ます。"
"Lesson 35","海外","かいがい","Overseas","海外、國外","海外に行ったことがあります。"
"Lesson 35","山登り","やまのぼり","Mountain Climbing","登山","週末に山登りをします。"
"Lesson 35","機会","きかい","Chance, Opportunity","機會","いい機会があります。"
"Lesson 35","許可","きょか","Permission","許可","許可を取ります。"
"Lesson 35","丸","まる","Circle","圓圈","答えに丸を付けます。"
"Lesson 35","操作","そうさ","Operation","操作","機械の操作を覚えます。"
"Lesson 35","方法","ほうほう","Method","方法","いい方法を考えます。"
"Lesson 35","設備","せつび","Equipment, Facilities","設備","設備が新しいです。"
"Lesson 35","ひも","ひも","String","細繩、帶子","ひもで縛ります。"
"Lesson 35","ふた","ふた","Lid, cover","蓋子","ふたを閉めます。"
"Lesson 35","葉","は","Leaf","葉子、葉片","木の葉が落ちます。"
"Lesson 35","曲","きょく","A piece of music","樂曲、一首曲子","好きな曲を聞きます。"
"Lesson 35","楽しみ","たのしみ","Pleasure, enjoyment, expectation","樂趣、期待","旅行が楽しみです。"
"Lesson 35","もっと","もっと","More","更加、再多","もっと勉強します。"
"Lesson 35","初めに","はじめに","First","首先","初めに自己紹介をします。"
"Lesson 35","それなら","それなら","In that case","那樣的話","それなら、電車で行きます。"
"Lesson 35","夜行バス","やこうバス","Night bus","夜行巴士","夜行バスで大阪へ行きます。"
"Lesson 35","旅行者","りょこうしゃ","Traveler, Tourist","旅行者、遊客","旅行者が多いです。"
"Lesson 35","詳しい","くわしい","Detailed","詳細的","詳しい説明をします。"
"Lesson 35","スキー場","スキーじょう","Ski resort","滑雪場","スキー場に行きます。"
"Lesson 35","朱","しゅ","Red","朱紅色","朱色の鳥居です。"
"Lesson 35","交わります","まじわります","Keep company with","往來、交往","いろいろな人と交わります。"
"Lesson 35","ことわざ","ことわざ","Proverb","諺語","日本のことわざを覚えます。"
"Lesson 35","仲よくします","なかよくします","Be on good terms with","與～好好相處","みんなと仲よくします。"
"Lesson 35","必要「な」","ひつよう「な」","Necessary, Essential","必要的","練習が必要です。"
"Lesson 36","届きます（荷物が）","とどきます（にもつが）","Be delivered (parcels)","（包裹）送達","荷物が届きました。"
"Lesson 36","出ます（試合に）","でます（しあいに）","Participate (in a game)","參加（比賽）","今度の試合に出ます。"
"Lesson 36","打ちます（ワープロを）","うちます（ワープロを）","Type (in a word processor)","打（文字處理機）","ワープロを打ちます。"
"Lesson 36","貯金します","ちょきんします","Save money","存錢","毎月貯金します。"
"Lesson 36","太ります","ふとります","Get fat","變胖","最近太りました。"
"Lesson 36","やせます","やせます","Get slim, lose weight","變瘦","運動してやせます。"
"Lesson 36","過ぎます（７時を）","すぎます（ななじを）","Pass (7 o'clock)","超過（七點）","七時を過ぎました。"
"Lesson 36","慣れます（習慣に）","なれます（しゅかんに）","Get accustomed to (the customs)","習慣於（習俗）","日本の習慣に慣れました。"
"Lesson 36","硬い","かたい","Hard, tough, solid","硬的","このパンは硬いです。"
"Lesson 36","軟らかい","やわらかい","Soft, tender","軟的","この肉は軟らかいです。"
"Lesson 36","電子～","でんし～","Electronic ~","電子～","電子辞書を使います。"
"Lesson 36","携帯～","けいたい～","Portable ~","攜帶式～、手機～","携帯電話を持っています。"
"Lesson 36","工場","こうじょう","Factory","工廠","工場で働いています。"
"Lesson 36","健康","けんこう","Health","健康","健康が一番大切です。"
"Lesson 36","剣道","けんどう","Kendo (Japanese style of Fencing)","劍道","剣道を習っています。"
"Lesson 36","毎週","まいしゅう","Every week","每週","毎週剣道の練習をします。"
"Lesson 36","毎月","まいつき","Every month","每月","毎月貯金します。"
"Lesson 36","毎年","まいとし、まいねん","Every year","每年","毎年旅行します。"
"Lesson 36","やっと","やっと","Finally","終於","やっと終わりました。"
"Lesson 36","かなり","かなり","Fairly","相當、頗為","かなり上手になりました。"
